   2.1050000e+03   3.0000000e+00
   1.6000000e+03   3.0000000e+00
   2.5000000e+03   3.0000000e+00
   1.5160000e+03   2.0000000e+00
   3.0000000e+03   5.0000000e+00
   1.9860000e+03   5.0000000e+00
   1.6350000e+03   3.0000000e+00
   1.5270000e+03   3.0000000e+00
   1.3800000e+03   3.0000000e+00
   1.5950000e+03   3.0000000e+00
   1.9500000e+03   5.0000000e+00
   2.0000000e+03   3.0000000e+00
   1.8900000e+03   3.0000000e+00
   5.5780000e+03   6.0000000e+00
   1.2680000e+03   3.0000000e+00
   2.3000000e+03   5.0000000e+00
   1.3200000e+03   2.0000000e+00
   1.2360000e+03   3.0000000e+00
   2.6090000e+03   5.0000000e+00
   3.0310000e+03   5.0000000e+00
   1.7670000e+03   3.0000000e+00
   1.8880000e+03   2.0000000e+00
   1.6050000e+03   3.0000000e+00
   1.9620000e+03   5.0000000e+00
   3.8900000e+03   3.0000000e+00
   1.1000000e+03   3.0000000e+00
   1.5680000e+03   3.0000000e+00
   2.6260000e+03   3.0000000e+00
   2.2000000e+03   3.0000000e+00
   2.6370000e+03   3.0000000e+00
   1.8390000e+03   2.0000000e+00
   1.0000000e+03   1.0000000e+00
   2.0500000e+03   5.0000000e+00
   3.1370000e+03   4.0000000e+00
   1.8110000e+03   5.0000000e+00
   1.5370000e+03   4.0000000e+00
   1.2390000e+03   4.0000000e+00
   2.1320000e+03   5.0000000e+00
   5.2160000e+03   5.0000000e+00
   2.1620000e+03   5.0000000e+00
   1.6650000e+03   2.0000000e+00
   2.2380000e+03   4.0000000e+00
   2.6670000e+03   5.0000000e+00
   1.2000000e+03   3.0000000e+00
   8.6200000e+02   2.0000000e+00
   1.8620000e+03   5.0000000e+00
   1.2030000e+03   3.0000000e+00
